273,IRS Refund TEST CHANNEL,Please enter your IRS refund.,2011-04-07T10:37:19Z,2014-08-01T19:20:53Z,0.0,0.0,,23
275,myChannel,test,2011-04-07T22:59:49Z,2014-08-01T19:20:53Z,0.0,0.0,,None
277,Water Bed,Master Bedroom Water Bed,2011-04-09T00:17:27Z,2016-03-14T13:22:44Z,-122.18,47.89,400',620642
280,IRS Refund Status Test,Please enter your IRS refund below.,2011-04-09T22:37:43Z,2014-08-01T19:20:53Z,0.0,0.0,,17
283,StoneIT,teste da aplica,2011-04-10T18:57:25Z,2014-08-01T19:20:53Z,0.0,0.0,,None
284,Temperature,Temperature,2011-04-10T19:33:54Z,2014-08-01T19:20:53Z,0.0,0.0,,7
286,Name Collector,ENTER YOUR NAME; HUMAN. THIS IS AN AUTOMATED MESSAGE FROM SKYNET.,2011-04-10T21:31:32Z,2014-08-01T19:20:53Z,0.0,0.0,,1
300,Linux Server Performance Monitor (compaq),CPU/Memory Usage,2011-04-11T23:07:47Z,2014-08-01T19:20:53Z,0.0,0.0,,354815
303,Channel 303,tweet control for spark core,2011-04-12T11:58:55Z,2014-07-24T17:20:28Z,0.0,0.0,,8
331,Fez Panda II Temperatura,Temperature for FEZ Panda II,2011-04-12T18:38:14Z,2014-08-01T19:20:54Z,0.0,0.0,,2042
332,Tampere Weather,Weather at east part of Tampere,2011-04-12T18:40:39Z,2016-03-14T13:22:35Z,23.7,61.5,150,840525
335,Channel 335,,2011-04-12T18:45:09Z,2015-05-10T20:33:30Z,0.0,0.0,,59
336,This is silly =),Baaah,2011-04-12T18:45:10Z,2014-08-01T19:20:54Z,0.0,0.0,,36506
344,Light; Temperature; Voltage,Light; Temperature of my private office + the voltage of the battery powering up my arduino that feeds the data via the ethernet shield,2011-04-12T20:07:41Z,2014-08-01T19:20:54Z,0.0,0.0,,69490
353,Weather,ThingSpeak Weather Client - How to at http://harrisonpham.com/dp/thingspeakclient,2011-04-12T21:15:28Z,2014-08-01T19:20:54Z,0.0,0.0,,68125
357,Studio Colours,The colours in my studio,2011-04-12T21:51:13Z,2012-11-18T20:00:03Z,-0.24503012,52.58557075,76.5999984741211,55361
360,Light Sensor,A photocell in my room measuring the ambient light level.,2011-04-12T22:36:03Z,2016-03-03T16:48:48Z,117.0,33.0,,1754
363,Fridgly,Light; Temperature and Humidity measurements,2011-04-12T22:43:59Z,2014-08-01T19:20:54Z,0.0,0.0,,158386
365,Heat Transfer,,2011-04-12T23:16:14Z,2012-12-05T07:20:48Z,0.0,0.0,,659852
375,Fez Panda II Light Sensor,Light Sensor,2011-04-13T00:45:24Z,2014-08-01T19:20:54Z,0.0,0.0,,1974
378,Channel 378,,2011-04-13T01:44:01Z,2014-08-01T19:20:54Z,0.0,0.0,,808
380,Data Graphs,,2011-04-13T01:57:44Z,2016-03-14T13:21:47Z,0.0,0.0,,325130
384,EdsWeatherDuino,arduino with a couple sensors,2011-04-13T02:22:04Z,2014-08-01T19:20:54Z,0.0,0.0,,None
390,San Diego Geiger Counter / Background Radiation Monitor,The Geiger Counter updates every few minutes with counts-per-minute (CPM) and microsieverts. This is an Unofficial/Non-Government feed and may go offline occasionally for maintenance.More details: http://ibtek.wordpress.com/,2011-04-13T02:53:17Z,2013-02-28T22:43:36Z,-117.123352,32.578477,30,474880
393,mbed Temperature Monitor Test 1,A test channel for a temperature monitor using a mbed microcontroller,2011-04-13T03:13:43Z,2014-08-01T19:20:54Z,0.0,0.0,,23304
396,PSoC Temperature Monitor,My new test channel for testing purposes.,2011-04-13T03:50:29Z,2014-08-01T19:20:54Z,0.0,0.0,,3175
407,Raspberry Pi Monitor,Monitor the performance of a Raspberry Pi,2011-04-13T08:52:56Z,2013-06-19T14:50:02Z,0.0,0.0,,3565
415,RoboBench,Control a robotic arm through the web. See what it does in real time through a Live Video Stream.,2011-04-13T11:11:39Z,2014-08-01T19:20:54Z,33.57163,34.849262,0,2516
419,GPS,GPS Sensor,2011-04-13T13:51:32Z,2012-12-01T15:38:49Z,0.0,0.0,,6
423,Channel 423,VPS disk space,2011-04-13T15:10:50Z,2014-08-01T19:20:54Z,0.0,0.0,,1518
441,Crayfish Aquarium,Information of crayfish aquarium.water temperature. CDS Level. State of the Cooling system(Peltier).Cooling system to operate the water temperature reaches 28 degrees or more,2011-04-13T23:04:07Z,2016-03-14T13:24:00Z,0.0,0.0,,806525
445,TeraHz's 40 breeder reef,Stats from my Hydra Controllerhttp://www.hydra-reef.com/wiki/ThingSpeak,2011-04-14T02:36:18Z,2014-08-01T19:20:54Z,0.0,0.0,,281052
448,Garden Sensors,Active data from various sensors in my garden.,2011-04-14T07:28:30Z,2014-08-01T19:20:55Z,0.0,0.0,,918
449,Bore Monitor,Chestnut Farm Bore Monitor,2011-04-14T09:20:15Z,2015-10-25T05:28:02Z,174.8475,-37.179444,,4962
450,Channel 450,,2011-04-14T11:25:04Z,2012-10-25T11:33:07Z,0.0,0.0,,19247
464,Channel 464,test,2011-04-14T21:49:20Z,2014-08-01T19:20:55Z,0.0,0.0,,None
466,Channel 466,Boiler monitor,2011-04-15T01:00:21Z,2014-08-01T19:20:55Z,0.0,0.0,,None
468,Home Sensors,Temperature,2011-04-15T02:22:11Z,2014-08-01T19:20:55Z,0.0,0.0,,13493
469,PotSpot,Value of a potentiometer on my NetDuino Plus,2011-04-15T04:01:14Z,2014-08-01T19:20:55Z,-96.771142,40.794278,,224
472,IRS Refund,Please enter your tax refund below.,2011-04-15T10:14:57Z,2014-08-01T19:20:55Z,0.0,0.0,,68
484,Channel 484,,2011-04-15T16:59:32Z,2014-08-01T19:20:55Z,0.0,0.0,,None
489,Channel 489,,2011-04-15T21:49:00Z,2016-03-04T15:09:21Z,0.0,0.0,,1310
493,John's Hydra Stats,Water parameters from Hydra controler,2011-04-16T02:06:27Z,2014-08-01T19:20:55Z,0.0,0.0,,535
500,8 Gallon Nano,,2011-04-16T04:28:03Z,2014-08-01T19:20:55Z,0.0,0.0,,32640
501,Frozen Poker Money,Enter the amount of cash that is frozen in your online poker account.,2011-04-16T13:04:28Z,2014-08-01T19:20:55Z,0.0,0.0,,174
502,Brian's Hydra Info,Aquarium Controller Data,2011-04-16T19:55:20Z,2013-03-25T04:17:33Z,0.0,0.0,,72248
506,officeTemp,Office temperature @ Wunderman Miami,2011-04-17T06:04:24Z,2014-08-01T19:20:55Z,0.0,0.0,,None
513,Teste Mbed,Teste para o Mbed,2011-04-17T19:24:10Z,2014-08-01T19:20:55Z,0.0,0.0,,1196
514,Light Level,Netduino Plus Test,2011-04-17T21:08:37Z,2014-08-01T19:20:55Z,0.0,0.0,,84910
518,Innovactive Channel 1,Canale di test,2011-04-18T04:58:34Z,2013-05-23T16:56:13Z,0.0,0.0,,None
525,Straat-o-meter,Sensoring data in an agriculture environment. ,2011-04-18T19:27:54Z,2014-08-01T19:20:55Z,0.0,0.0,,107
538,Kukulins reef,Experimental reef data,2011-04-19T18:21:17Z,2014-08-01T19:20:55Z,0.0,0.0,,None
539,Motion Sensor,Motion sensing from webcam,2011-04-19T22:43:42Z,2014-04-28T07:37:36Z,0.0,0.0,,557
542,Home Control Temps,Home Control Temperatures,2011-04-20T03:02:45Z,2016-03-14T13:20:18Z,-122.186,47.896,400',509336
543,Home - Attic Temp,Temperature readings from Arduino 1-Wire network.,2011-04-20T04:06:47Z,2013-11-22T11:50:55Z,0.0,0.0,,220663
544,Home - Basement Temp,Temperature readings from Arduino 1-Wire network.,2011-04-20T04:07:31Z,2013-11-22T11:50:55Z,0.0,0.0,,249698
547,Aggie,,2011-04-20T17:54:41Z,2013-07-25T22:12:59Z,-105.2059,40.06113,5000,1313958
550,Weather Station (ACM5002),Selection of Weather station data collected from a WH2081 by an OpenGear ACM5002,2011-04-21T01:03:26Z,2012-11-17T11:11:50Z,152.91,-27.49,200m,144855
556,EMD,EMD in Machine Room,2011-04-21T10:23:03Z,2014-08-01T19:20:55Z,152.91,-27.49,200,6933
557,Channel 557,Pool Temp,2011-04-21T18:17:42Z,2015-08-21T22:03:55Z,0.0,0.0,,5761
563,Jacob's Bedroom,Cal Poly PCV Estrella; 4th floor,2011-04-23T02:03:51Z,2014-08-01T19:20:55Z,0.0,0.0,,571
566,Channel BOOSTUB,Mac's Hot Tub Temp and status,2011-04-23T14:07:44Z,2014-08-01T19:20:55Z,0.0,0.0,,None
567,Apt Weather,An Arduino UNO board that polls a SHT15 and sends a serial string to a RN-131C.,2011-04-23T16:15:41Z,2014-08-01T19:20:55Z,-87.668393,41.976186,,25321
574,Anclote Brewery,Brewing controller,2011-04-24T15:38:50Z,2014-08-01T19:20:55Z,0.0,0.0,,3305
575,iwsnqq,hello world,2011-04-25T02:52:48Z,2014-08-01T19:20:55Z,64.5,31.5,22,None
580,Channel 580,Test Channel for Thing Speak,2011-04-25T20:06:58Z,2014-08-01T19:20:56Z,0.0,0.0,,None
587,Channel 587,,2011-04-27T09:28:19Z,2013-04-23T13:12:37Z,0.0,0.0,,None
595,Study,Shows some sensor info from a RaspberryPi running in my study at home (Sydney; NSW),2011-04-28T05:35:42Z,2016-03-14T13:20:53Z,151.110248,-33.71584,200m,234643
600,hometemp600,Home temperatures,2011-04-28T18:42:35Z,2012-12-27T16:30:07Z,0.0,0.0,,83717
601,Channel 601,testing channel,2011-04-28T19:58:50Z,2013-03-27T11:21:59Z,-73.92861,45.69439,0,56718
602,ELV IPWE,ELV IPWE Temperature,2011-04-28T20:06:37Z,2014-08-01T19:20:56Z,0.0,0.0,,756
604,Miulti-Sensor,XBee radio with 4 sensors.  Hall Effect; LDR; TMP36; FSR.  Data is passing through python script loaded on an Asus WL520GU wifi router running OpenWRT.,2011-04-29T08:19:34Z,2013-04-12T05:49:39Z,0.0,0.0,,70096
607,ELVIPWE,ELV T/F 2/6 sensor,2011-04-29T16:40:49Z,2014-08-01T19:20:56Z,0.0,0.0,,754
614,Mejiro Weather Station,,2011-05-02T01:57:18Z,2014-08-01T19:20:56Z,139.706587,35.721204,33.89,4992
623,Hopridders - BeerGuard (Test),Monitoring device for fermentation of home brewery. (Test channel),2011-05-03T06:22:06Z,2013-06-21T14:50:27Z,4.6309517,50.8998005,,5696
624,Moisture,flower soil moisture sensor,2011-05-03T16:11:04Z,2014-08-01T19:20:56Z,0.0,0.0,,58
625,Cal Poly Hog Barn Temperature Sensing Project  ,Temperature Sensor Network.EE 521 Computer Systems.Cal Poly Spring 2011.Implemented on deRFdevelopmentKit mega128 by Dresden Elektronik,2011-05-03T23:14:31Z,2014-08-01T19:20:56Z,-120.672342,35.31215,396 feet,51
627,Light Level & Etc.,JeeNode "Frank" + Sharp GA1A1S201WP light sensor,2011-05-04T20:13:03Z,2014-07-02T09:36:56Z,-122.1,37.4,,1227740
628,Torhav's hydra,Data collected from my hydra,2011-05-05T04:14:44Z,2014-08-01T19:20:56Z,0.0,0.0,,893
633,Ingo's Hydra Stats,Parameters from Hydra Reef Controller,2011-05-05T14:15:47Z,2012-12-27T22:07:21Z,0.0,0.0,,140304
637,Room Sensors,,2011-05-06T19:46:22Z,2014-08-01T19:20:56Z,0.0,0.0,,85
639,JeeLabs test feed,,2011-05-07T14:23:37Z,2014-08-01T19:20:56Z,4.65,52.37,,179
640,Home Office Monitoring,Logging of temperature; light intensity; and presence in the home office,2011-05-07T16:10:28Z,2015-01-12T05:40:48Z,-97.10772,32.7356,142,4549
656,Win7StatsTest1,,2011-05-10T11:02:17Z,2014-08-01T19:20:56Z,0.0,0.0,,4374
657,Tekduino,LM35 Temperature monitor,2011-05-10T18:06:25Z,2014-08-01T19:20:56Z,0.0,0.0,,6
659,Heating System,,2011-05-11T07:28:48Z,2014-08-01T19:20:56Z,9.2476,47.733221,419,33
660,House Temp,Record of the house temperatures,2011-05-11T15:12:47Z,2014-08-01T19:20:56Z,0.0,0.0,,6788
663,Piggybank,Every coin counts :),2011-05-12T21:11:03Z,2014-08-01T19:20:56Z,0.0,0.0,167,None
664,DI4,,2011-05-13T09:03:24Z,2013-03-07T12:39:30Z,0.0,0.0,,4926
665,Starvirus Test,,2011-05-13T09:52:27Z,2014-08-01T19:20:56Z,114.0,22.0,,16
666,MaxTest01,Just a test,2011-05-13T10:47:18Z,2014-08-01T19:20:56Z,0.0,0.0,,115
667,RdiBot,Rdibot,2011-05-13T21:11:42Z,2014-08-01T19:20:56Z,0.0,0.0,,66111
672,Pressure Tank,Pressure tank monitor that checks for unnecessary cycling.,2011-05-16T00:52:08Z,2015-04-22T20:35:31Z,0.0,0.0,,65588
681,TechieCooksData,test data,2011-05-23T07:20:54Z,2014-08-01T19:20:56Z,0.0,0.0,,2724
684,Linux Server Performance Monitor,Linux Server Performance Monitor,2011-05-24T00:38:53Z,2012-11-10T07:33:03Z,0.0,0.0,,768923
686,Channel 686,,2011-05-24T07:38:39Z,2014-08-01T19:20:56Z,0.0,0.0,,34
687,Channel 687,,2011-05-24T10:00:37Z,2014-08-01T19:20:56Z,0.0,0.0,,9
688,Channel 688,,2011-05-24T10:02:09Z,2014-08-01T19:20:56Z,0.0,0.0,,5
689,Channel 689,,2011-05-24T10:40:08Z,2014-08-01T19:20:56Z,0.0,0.0,,33
692,tortoises,tortoise data,2011-05-25T02:15:22Z,2014-08-01T19:20:56Z,0.0,0.0,,10
697,Channel 697,,2011-05-27T12:34:53Z,2013-02-21T14:28:00Z,0.0,0.0,,124
702,Kennedy Fish Tanks,Monitoring the Kennedy Fish Tanks in Christchurch; New Zealand. Using the Arduino based Teleduino platform.,2011-05-28T10:56:13Z,2014-08-01T19:20:56Z,0.0,0.0,,15912
703,My Big Red Button,This Channel gives information about the state of My Big Red Button (pressed or not).,2011-05-29T22:33:30Z,2014-08-01T19:20:56Z,10.402924,63.416975,,7
705,Rick Office,Rick's Office data,2011-05-31T14:59:49Z,2014-08-01T19:20:56Z,-74.0,40.0,,636297
712,TNUA_FBI_LAB,,2011-06-01T02:52:48Z,2014-08-01T19:20:56Z,121.471377,25.134072,,27229
715,Office Data,Weather Data Inside the office,2011-06-01T09:19:51Z,2014-08-01T19:20:56Z,0.0,0.0,,23196
722,Weather Monitor,,2011-06-02T09:44:11Z,2014-08-01T19:20:56Z,0.0,0.0,,3328
730,RUGrid RGB,RUGrid Red; Green; Blue Color mixing,2011-06-03T05:18:31Z,2014-08-01T19:20:56Z,0.0,0.0,,6
750,wine_fermentation_temp,Temperature of wine during fermentation,2011-06-09T10:49:13Z,2014-08-01T19:20:57Z,-120.668381,35.302512,,79
757,Outdoor temperature,Outdoor temperature updated every 5 minutes by a PowerShell script.Data is read from Yahoo weather RSS feed and DMI local weather forecast.,2011-06-10T15:26:13Z,2016-03-14T13:22:47Z,9.569435,55.301597,,574946
761,JBJ28 Nanocube,Aquarium Controller,2011-06-11T02:07:04Z,2014-12-05T00:59:54Z,0.0,0.0,,184367
762,Kegerator,,2011-06-11T02:07:37Z,2016-02-04T19:16:55Z,0.0,0.0,,18150
763,Fermentation -A-,,2011-06-11T02:08:05Z,2016-03-14T13:26:03Z,0.0,0.0,,152592
765,first,my channel that i started first on thing speak,2011-06-11T07:59:25Z,2016-03-02T10:04:57Z,0.0,0.0,,28
771,Avokado,Avokados humidity,2011-06-12T10:45:34Z,2014-08-01T19:20:57Z,11.583,48.15,500,4196
773,Channel orengo,LM35 Temperature Sensor,2011-06-12T23:08:25Z,2014-08-01T19:20:57Z,0.0,0.0,,None
775,ServerRoom KDR,Lys & temp p,2011-06-14T13:40:28Z,2014-08-01T19:20:57Z,0.0,0.0,,23048
778,Brew Freezer,7 Cubic Foot chest freezer to be converted to a kegerator,2011-06-15T04:06:21Z,2014-08-01T19:20:57Z,0.0,0.0,,78587
779,ebi_test,,2011-06-15T07:02:19Z,2012-10-01T18:54:38Z,0.0,0.0,,None
780,HVAC Monitor,Test Arduino HVAC Monitor,2011-06-15T16:43:06Z,2014-08-01T19:20:57Z,0.0,0.0,,121754
781,Coffee Made,When Coffee Is Made,2011-06-15T17:06:08Z,2014-08-01T19:20:57Z,0.0,0.0,,None
790,Channel 790,Weight,2011-06-20T03:01:40Z,2014-01-20T01:38:14Z,0.0,0.0,,20
791,Mejiro Radiation Meter,The tube used is a J305BY provided with the cooking-hacks Radiation Sensor Board for Arduino.Conversion factor based on gamma sensibility of GM tube J305BY for Co60 is 65cps/(uR/s),2011-06-20T06:23:25Z,2013-02-07T02:45:57Z,139.706587,35.721204,33.89,685136
794,BMP085 Sensor,BMP085 barometric pressure sensor attached to Arduino,2011-06-21T10:49:32Z,2014-10-19T05:25:39Z,0.0,0.0,124,570
795,Channel 795,test lhelmut,2011-06-21T18:59:26Z,2014-08-01T19:20:57Z,0.0,0.0,,4978
802,Chad Solar Charge Monitor,Voltage; Temperature and light intensity,2011-06-23T02:54:12Z,2014-08-01T19:20:57Z,0.0,0.0,,14782
803,ca'n daniel,,2011-06-23T11:56:22Z,2014-08-01T19:20:57Z,2.651289,39.572823,,2881
804,Kornnatter Terrarium,Das Terrarium meiner 3 Kornnattern.Hardware:- Teensy 2.0- ENC28J60- DHT11 Temp & Humidity Sensor (Temp2 + Humidity)- DS18B20 Temp Sensor (Temp1),2011-06-23T11:57:48Z,2014-08-01T19:20:57Z,0.0,0.0,,4
805,Air Quality,United Workshop electronics shop air quality metrics.,2011-06-24T03:17:44Z,2014-08-01T19:20:57Z,0.0,0.0,,314
808,Code for America 1,Code for America VOC Decetcor,2011-06-24T23:23:11Z,2014-08-01T19:20:57Z,0.0,0.0,,126
809,Weather Station Macau SAR; China,Homemade weather station reporting: wind speed; wind direction; humidity; rain; temperature; luminosity,2011-06-25T05:19:43Z,2014-02-08T05:17:02Z,113.0,22.0,10m,956995
812,Backyard Garden,,2011-06-26T20:46:38Z,2014-08-01T19:20:57Z,0.0,0.0,,2790
815,Office temperature,,2011-06-27T07:30:29Z,2014-08-01T19:20:57Z,0.0,0.0,,14366
816,Maddox 4006,,2011-06-27T16:11:58Z,2014-08-01T19:20:57Z,0.0,0.0,,15
824,Channel 824,try,2011-06-30T20:19:25Z,2014-08-01T19:20:57Z,0.0,0.0,,2
825,bekbrigen,kangen,2011-07-01T08:31:48Z,2014-08-01T19:20:57Z,0.0,0.0,,1
826,Webduino Temp,Read an Arduino via REST and upload value to ThingspeakThis is a great way to offload HTTP processing from your Arduino to another computer. It's great when you still want to be able control the Arduino over a web interface (in this case via a RESTful,2011-07-02T11:27:22Z,2014-08-01T19:20:57Z,0.0,0.0,,18530
827,Wasserstand,Wasserstand der Balkonbew,2011-07-02T21:41:29Z,2014-08-01T19:20:57Z,11.580716,50.922853,,None
828,12 Kipling Sump Pump,How often does my sump pump go on or off?,2011-07-03T03:00:14Z,2016-03-14T10:01:56Z,0.0,0.0,,13374
833,SSIPEM,,2011-07-03T19:18:04Z,2013-06-18T22:02:24Z,0.0,0.0,,14
834,BBQ Lab,BBQ Lab is my BBQ smoker instrumented with sensors for smoker temperature; food temperature; smoker humidity; and ambient air temperature.,2011-07-04T13:27:36Z,2014-08-01T19:20:57Z,0.0,0.0,,None
836,Thermostat Downstairs,Downstairs 3M-50,2011-07-04T15:52:30Z,2014-03-20T21:47:12Z,0.0,0.0,,16407
837,SolarPanel1,Test Solar Panel 1,2011-07-04T16:10:30Z,2014-08-01T19:20:57Z,0.0,0.0,,30449
838,SolarPanel2,Test Solar Panel 2,2011-07-04T16:21:10Z,2014-08-01T19:20:57Z,0.0,0.0,,30374
839,Frobnicator,netduino_plus@ab1aw,2011-07-04T17:09:30Z,2014-08-01T19:20:57Z,0.0,0.0,,12813
840,Thermostat Upstairs,3M-50 Upstairs,2011-07-04T22:31:48Z,2014-03-20T21:47:15Z,0.0,0.0,,16409
849,Psicosoma Metaverse,http://metalesperformance.blogspot.com,2011-07-07T08:58:04Z,2014-08-01T19:20:58Z,0.0,0.0,,None
852,Thermostat,3M-50 Wifi Thermostat,2011-07-08T01:50:11Z,2014-08-01T19:20:58Z,0.0,0.0,,5296
853,Planta T,Planta t,2011-07-08T04:04:15Z,2014-08-01T19:20:58Z,-74.065849185,4.627911662,2600,3513
854,Mantracourt T24-RDC Demo,Demonstrating T24-RDC data capture,2011-07-09T15:54:28Z,2014-08-01T19:20:58Z,-3.3945152164,50.7189672223,,812
864,Channel 864,,2011-07-12T21:32:47Z,2015-08-17T08:20:25Z,0.0,0.0,,3
866,Gela Meteo Wind,,2011-07-13T19:04:24Z,2012-12-13T18:56:01Z,0.0,0.0,,117101
869,Marcel channel,Power using in my home,2011-07-14T01:35:11Z,2012-09-24T18:00:47Z,0.0,0.0,,1695296
871,Molly's Apartment,OpenPicus FlyPort connected to SHT15 sensor inside Molly's apartment,2011-07-14T02:40:48Z,2014-08-01T19:20:58Z,0.0,0.0,,149
878,Minimal,Minimal Arduino/XBee Sensor Network,2011-07-15T00:41:07Z,2014-08-01T19:20:58Z,-83.6301183701,42.9274570167,254,None
879,Power and Sump Monitor,Monitors for utility power outages and high water level in sump,2011-07-15T01:07:52Z,2016-03-14T13:27:05Z,0.0,0.0,,1674857
889,SHT15 Channel,Temperature and Humidity measurements from the sht15 sensor ,2011-07-18T22:45:44Z,2014-08-01T19:20:58Z,23.834152,38.075519,,1041
906,Faoi Water,Tank top and bottom temperatures,2011-07-20T10:16:49Z,2016-03-14T13:27:34Z,0.0,0.0,,2345697
909,SHW_OUTDOOR,Rick's Solar Hot Water and OutDoor Temp via Arduino,2011-07-20T12:19:59Z,2014-04-29T05:30:42Z,0.0,0.0,,275284
914,Test,Test,2011-07-20T23:09:53Z,2014-08-01T19:20:58Z,0.0,0.0,,51738
917,test-wm2 (0x1ca1),,2011-07-21T18:42:05Z,2014-12-11T18:06:57Z,-55.893579,-27.364637,10,599
918,ESP blanc,autonomie maxi,2011-07-21T19:47:10Z,2015-11-20T15:36:10Z,0.0,0.0,,2495
922,Netduino,Open sensor value ,2011-07-22T23:33:18Z,2014-08-01T19:20:58Z,0.0,0.0,,25
